ticker,period,document_type,source_url,issue,manual_review_required,priority,notes
FPT,2025,annual_report,https://bctn2025.fpt.com/vi/phan-tich-hoat-dong-kinh-doanh/khoi-vien-thong/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/vi/phan-tich-hoat-dong-kinh-doanh/khoi-vien-thong/dich-vu-noi-dung-so/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/vi/phan-tich-hoat-dong-kinh-doanh/khoi-vien-thong/dich-vu-vien-thong/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/vi/phan-tich-hoat-dong-kinh-doanh/linh-vuc-giao-duc/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/vi/quan-tri-cong-ty/bao-cao-ban-kiem-soat/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/vi/quan-tri-cong-ty/bao-cao-hdqt/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/vi/quan-tri-cong-ty/danh-gia-cua-hoi-dong-quan-tri-doc-lap/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/vi/quan-tri-cong-ty/quan-tri-cong-ty-nam-2025/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/vi/thong-diep-ban-lanh-dao/thong-diep-chu-tich-hdqt/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/vi/thong-diep-ban-lanh-dao/thong-diep-tong-giam-doc/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/en/esg-report/esg-message-and-orientation/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/vi/bao-cao-esg/hoat-dong-vi-moi-truong-xanh/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/vi/bao-cao-esg/moi-truong-lam-viec-dang-cap-hanh-phuc/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/vi/bao-cao-esg/quan-tri-huong-den-phat-trien-ben-vung/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/vi/bao-cao-esg/song-hanh-vi-su-phat-trien-cong-dong/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/vi/bao-cao-esg/thong-diep-dinh-huong-esg/,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/vi/bao-cao-esg/thong-diep-dinh-huong-esg/#content,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/vi/bao-cao-esg/thong-diep-dinh-huong-esg/#elementor-action%3Aaction%3Dpopup%3Aclose%26settings%3DeyJkb19ub3Rfc2hvd19hZ2FpbiI6IiJ9,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
FPT,2025,annual_report,https://bctn2025.fpt.com/vi/bao-cao-esg/thong-diep-dinh-huong-esg/#elementor-action%3Aaction%3Dpopup%3Aopen%26settings%3DeyJpZCI6IjUwMiIsInRvZ2dsZSI6ZmFsc2V9,DEPTH1_CANDIDATE_NOT_DOWNLOADED,True,low,01IE_DEPTH1_CANDIDATE_NOT_FINANCE_EVIDENCE_YET
