ticker,company_name,screening_status,watchlist_status,manual_review_required,manual_bctc_required,market_source_confidence,finance_source_confidence,crosscheck_status,verification_status,missing_fields,block_reasons,reason_to_review,last_price_date,last_close,avg_volume_20d,avg_volume_60d,last_volume,recent_trading_value,stale_days,market_fetch_status,finance_quality_status,finance_source_layer,micro_sector,sector,archetype,cycle_status,survival_status,valuation_context,timing_liquidity_status,confidence_score,source_conflicts
DTA,Công ty Cổ phần Đệ Tam,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,11520.0,,11520.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
DTB,Công ty Cổ phần Công trình Đô thị Bảo Lộc,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,2080.0,,2080.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
DTC,Công ty Cổ phần Viglacera Đông Triều,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,100.0,,100.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
DTD,Công ty Cổ phần Đầu tư Phát triển Thành Đạt,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,136550.0,,136550.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
DTE,Công ty Cổ phần Đầu tư Năng lượng Đại Trường Thành Holdings,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,20.0,,20.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
DTG,Công ty Cổ phần Dược phẩm Tipharco,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,50.0,,50.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
DTH,Công ty Cổ phần Dược - Vật tư Y tế Thanh Hóa,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,80.0,,80.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
DTI,Công ty Cổ phần Đầu tư Đức Trung,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,1.9,4490.0,,4490.0,8531.0,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
DTK,Tổng Công ty Điện lực TKV - Công ty Cổ phần,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,13200.0,,13200.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
DTL,Công ty Cổ phần Đại Thiên Lộc,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,1140.0,,1140.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
DTP,Công ty Cổ phần Dược phẩm CPC1 Hà Nội,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,7540.0,,7540.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
DTT,Công ty Cổ phần Kỹ nghệ Đô Thành,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,INSUFFICIENT_DATA,provisional_structured,,,,,,,,,
DTV,Công ty Cổ phần Phát triển điện Trà Vinh,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,1170.0,,1170.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
DUS,Công ty Cổ phần Dịch vụ Đô thị Đà Lạt,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,INSUFFICIENT_DATA,provisional_structured,,,,,,,,,
DVC,Công ty Cổ phần Thương mại dịch vụ Tổng Hợp Cảng Hải Phòng,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,INSUFFICIENT_DATA,provisional_structured,,,,,,,,,
DVG,Công ty Cổ phần Đại Việt Group DVG,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,334817.0,,334817.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
DVM,Công ty Cổ phần Dược liệu Việt Nam,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,90260.0,,90260.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
DVN,Tổng Công ty Dược Việt Nam - CTCP,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,46610.0,,46610.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
DVP,Công ty Cổ phần Đầu tư và Phát triển Cảng Đình Vũ,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,11930.0,,11930.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
DVT,Công ty Cổ phần Đào tạo và Dịch vụ Giao thông vận tải Bình Định,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,INSUFFICIENT_DATA,provisional_structured,,,,,,,,,
DVW,Công ty Cổ phần Dịch vụ và Xây dựng cấp nước Đồng Nai,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,INSUFFICIENT_DATA,provisional_structured,,,,,,,,,
DWC,Công ty Cổ phần Cấp nước Đắk Lắk,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,INSUFFICIENT_DATA,provisional_structured,,,,,,,,,
DWS,Công ty Cổ phần Cấp nước và Môi trường Đô thị Đồng Tháp,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,INSUFFICIENT_DATA,provisional_structured,,,,,,,,,
DX2,Công ty Cổ phần Đầu tư và Xây dựng 319.2,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,6180.0,,6180.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
DXG,Công ty Cổ phần Bluemarq Group,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,18137500.0,,18137500.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
DXL,Công ty Cổ phần Du lịch và Xuất nhập khẩu Lạng Sơn,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,INSUFFICIENT_DATA,provisional_structured,,,,,,,,,
DXP,Công ty Cổ phần Cảng Đoạn Xá,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,523970.0,,523970.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
DXS,Công ty Cổ phần Dịch vụ Bất động sản Đất Xanh,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,4285060.0,,4285060.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
DXV,Công ty Cổ phần VICEM Vật liệu Xây dựng Đà Nẵng,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,3760.0,,3760.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
DZM,Công ty Cổ phần Cơ điện Dzĩ An,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,INSUFFICIENT_DATA,provisional_structured,,,,,,,,,
E12,Công ty Cổ phần Xây Dựng Điện VNECO 12,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,1140.0,,1140.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
E29,Công ty cổ phần Đầu tư Xây dựng và Kỹ thuật 29,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,INSUFFICIENT_DATA,provisional_structured,,,,,,,,,
EAD,Công ty Cổ phần Thủy điện Điện lực Đắk Lắk,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,4030.0,,4030.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
EBS,Công ty Cổ phần Sách Giáo dục tại Thành phố Hà Nội,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,2560.0,,2560.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
ECI,Công ty Cổ phần Tập đoàn ECI,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,INSUFFICIENT_DATA,provisional_structured,,,,,,,,,
ECO,Công ty Cổ Phần Nhựa Sinh Thái Việt Nam,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,INSUFFICIENT_DATA,provisional_structured,,,,,,,,,
EFI,Công ty Cổ phần Đầu tư Tài chính Giáo dục,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,950.0,,950.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
EGL,Công ty Cổ phần Môi Trường Đô Thị Gia Lâm,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,INSUFFICIENT_DATA,provisional_structured,,,,,,,,,
EIB,Ngân hàng Thương mại Cổ phần Xuất nhập khẩu Việt Nam,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,7842080.0,,7842080.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
EIC,Công ty Cổ phần EVN Quốc Tế,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,1450.0,,1450.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
EID,Công ty Cổ phần Đầu tư và Phát triển Giáo dục Hà Nội,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,2060.0,,2060.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
EIN,Công ty Cổ phần Đầu tư - Thương Mại - Dịch vụ Điện lực,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,4110.0,,4110.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
ELC,Công ty Cổ phần Công nghệ - Viễn thông ELCOM,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,521350.0,,521350.0,,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
EMC,Công ty Cổ phần Cơ điện Thủ Đức,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,12.15,1280.0,,1280.0,15552.0,,,PARTIAL_PROVISIONAL_DATA,provisional_structured,,,,,,,,,
EME,Công ty Cổ phần Điện Cơ,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,INSUFFICIENT_DATA,provisional_structured,,,,,,,,,
EMG,Công ty Cổ phần Thiết bị Phụ tùng Cơ điện,BLOCKED_INSUFFICIENT_MARKET_DATA,REJECTED,True,False,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,"[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,INSUFFICIENT_DATA,provisional_structured,,,,,,,,,
