stage_cap,ticker,raw_rank,balanced_rank,sector_bucket,firm_type,balance_action,diagnostic_reason
stage_4_deep_dive_shortlist,VSC,6,3,Công nghiệp,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=6; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=MAJOR_DIFF; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,TIS,90,96,Nguyên vật liệu,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=90; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VKC,92,97,Hàng Tiêu dùng,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=92; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VGP,94,98,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=94; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,UDJ,96,99,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=96; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,THI,97,100,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=97; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,TV6,98,101,Tài chính,real_estate,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=98; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VW3,99,102,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=99; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,THG,100,103,Công nghiệp,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=100; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VRG,101,104,Tài chính,real_estate,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=101; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,TTG,102,105,Hàng Tiêu dùng,non_financial,DEMOTED_SECTOR_CAP,Balanced evidence workload allocation only. raw_rank=102; balance_action=DEMOTED_SECTOR_CAP; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VAF,111,109,Nguyên vật liệu,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=111; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VSH,112,110,Tiện ích Cộng đồng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=112; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VFG,113,111,Nguyên vật liệu,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=113; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VEF,114,112,Tài chính,real_estate,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=114; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VPL,116,113,Dịch vụ Tiêu dùng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=116; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=PUBLIC_FILE_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,TFC,118,114,Hàng Tiêu dùng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=118; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VPD,120,115,Tiện ích Cộng đồng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=120; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,TID,123,116,Tài chính,real_estate,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=123; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,TMP,124,117,Tiện ích Cộng đồng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=124; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VPR,127,118,Dịch vụ Tiêu dùng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=127; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,TNW,129,119,Tiện ích Cộng đồng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=129; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VIF,132,120,Nguyên vật liệu,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=132; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VGG,133,121,Hàng Tiêu dùng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=133; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VLA,134,122,Công nghệ Thông tin,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=134; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,UNI,136,123,Công nghệ Thông tin,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=136; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VPS,137,124,Nguyên vật liệu,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=137; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VID,138,125,Nguyên vật liệu,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=138; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,UPH,140,126,Dược phẩm và Y tế,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=140; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VNG,141,127,Dịch vụ Tiêu dùng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=141; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,WSB,143,128,Hàng Tiêu dùng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=143; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,UIC,145,129,Tiện ích Cộng đồng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=145; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,TST,151,130,Công nghệ Thông tin,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=151; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VEC,154,131,Công nghệ Thông tin,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=154; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VCA,156,132,Nguyên vật liệu,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=156; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,YBM,158,133,Nguyên vật liệu,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=158; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VMG,159,134,Tiện ích Cộng đồng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=159; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,TDW,162,135,Tiện ích Cộng đồng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=162; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VTL,163,136,Hàng Tiêu dùng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=163; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,THB,165,137,Hàng Tiêu dùng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=165; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,TMB,167,138,Nguyên vật liệu,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=167; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,TVT,168,139,Hàng Tiêu dùng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=168; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VET,170,140,Nguyên vật liệu,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=170; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,TVW,172,141,Tiện ích Cộng đồng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=172; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,TMC,175,142,Tiện ích Cộng đồng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=175; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VPB,177,143,Ngân hàng,bank,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=177; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,UPC,178,144,Tiện ích Cộng đồng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=178; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VTE,180,145,Công nghệ Thông tin,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=180; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VSN,182,146,Hàng Tiêu dùng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=182; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,TLP,183,147,Tiện ích Cộng đồng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=183; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VNZ,184,148,Dịch vụ Tiêu dùng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=184; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VAV,187,149,Tiện ích Cộng đồng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=187; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VCF,188,150,Hàng Tiêu dùng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=188; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VCB,189,151,Ngân hàng,bank,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=189; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VMD,191,152,Dược phẩm và Y tế,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=191; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,THP,194,153,Hàng Tiêu dùng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=194; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VTQ,195,154,Nguyên vật liệu,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=195; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,TKU,196,155,Nguyên vật liệu,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=196; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,TTT,197,156,Dịch vụ Tiêu dùng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=197; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,TDB,200,157,Tiện ích Cộng đồng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=200; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=LEGACY_MARKET_MISSING; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,TOW,203,158,Tiện ích Cộng đồng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=203; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VWS,204,159,Tiện ích Cộng đồng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=204; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VSF,205,160,Hàng Tiêu dùng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=205; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,TPB,206,161,Ngân hàng,bank,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=206; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,TDS,207,162,Nguyên vật liệu,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=207; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,TET,208,163,Hàng Tiêu dùng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=208; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VIM,211,164,Nguyên vật liệu,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=211; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,X20,212,165,Hàng Tiêu dùng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=212; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,TSJ,213,166,Dịch vụ Tiêu dùng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=213; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VIB,216,167,Ngân hàng,bank,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=216; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VDN,222,168,Hàng Tiêu dùng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=222; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,TPH,229,169,Dịch vụ Tiêu dùng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=229; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,XMP,231,170,Tiện ích Cộng đồng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=231; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,TLI,233,171,Hàng Tiêu dùng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=233; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VIE,237,172,Công nghệ Thông tin,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=237; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VAB,241,173,Ngân hàng,bank,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=241; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VHI,242,174,Hàng Tiêu dùng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=242; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VDP,244,175,Dược phẩm và Y tế,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=244; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,THW,245,176,Tiện ích Cộng đồng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=245; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VTJ,246,177,Hàng Tiêu dùng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=246; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,TSD,250,178,Dịch vụ Tiêu dùng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=250; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VDM,251,179,Hàng Tiêu dùng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=251; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VBB,257,180,Ngân hàng,bank,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=257; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VTG,262,181,Dịch vụ Tiêu dùng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=262; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,THN,270,182,Tiện ích Cộng đồng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=270; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,THS,271,183,Dịch vụ Tiêu dùng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=271; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,TOP,280,184,Dịch vụ Tiêu dùng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=280; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,TPS,282,185,Dịch vụ Tiêu dùng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=282; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,TQW,284,186,Tiện ích Cộng đồng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=284; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,TTD,292,187,Dược phẩm và Y tế,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=292; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,TTE,293,188,Tiện ích Cộng đồng,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=293; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,TW3,299,189,Dược phẩm và Y tế,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=299; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
stage_2_evidence_candidates,VAT,304,190,Công nghệ Thông tin,non_financial,PROMOTED_FOR_DIVERSITY,Balanced evidence workload allocation only. raw_rank=304; balance_action=PROMOTED_FOR_DIVERSITY; market_crosscheck=NOT_CHECKED; finance_crosscheck=ONE_SOURCE_ONLY.
