ticker,stage,document_priority,discovery_mode,preferred_source_tiers,force_download,plan_status,reason
VIX,stage_4_deep_dive_shortlist,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TV2,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TV2,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TV2,stage_3_final_watchlist,P2_latest_annual_report,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VPG,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VPG,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VPG,stage_3_final_watchlist,P2_latest_annual_report,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TTA,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TTA,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TTA,stage_3_final_watchlist,P2_latest_annual_report,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VGS,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VGS,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VGS,stage_3_final_watchlist,P2_latest_annual_report,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VTD,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VTD,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VTD,stage_3_final_watchlist,P2_latest_annual_report,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TLD,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TLD,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TLD,stage_3_final_watchlist,P2_latest_annual_report,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VC7,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VC7,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VC7,stage_3_final_watchlist,P2_latest_annual_report,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VHE,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VHE,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VHE,stage_3_final_watchlist,P2_latest_annual_report,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VHG,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VHG,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VHG,stage_3_final_watchlist,P2_latest_annual_report,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VTO,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VTO,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VTO,stage_3_final_watchlist,P2_latest_annual_report,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VIP,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VIP,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VIP,stage_3_final_watchlist,P2_latest_annual_report,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TVC,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TVC,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TVC,stage_3_final_watchlist,P2_latest_annual_report,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TNI,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TNI,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TNI,stage_3_final_watchlist,P2_latest_annual_report,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TDP,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TDP,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TDP,stage_3_final_watchlist,P2_latest_annual_report,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TNT,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TNT,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TNT,stage_3_final_watchlist,P2_latest_annual_report,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VVS,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VVS,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VVS,stage_3_final_watchlist,P2_latest_annual_report,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TSC,stage_3_final_watchlist,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TSC,stage_3_final_watchlist,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TSC,stage_3_final_watchlist,P2_latest_annual_report,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TNH,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TNH,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TDC,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TDC,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VC2,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VC2,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TV1,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TV1,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VUA,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VUA,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TTH,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TTH,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TDH,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TDH,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VNH,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VNH,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TLG,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TLG,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TVD,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TVD,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TPC,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
TPC,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VPH,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
VPH,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
THD,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
THD,stage_2_evidence_candidates,P1_latest_audited_annual_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
XMC,stage_2_evidence_candidates,P0_latest_consolidated_financial_statement,manual_seed_or_metadata_discovery_only,1:user_manual_seed_vietstock_category_page; 2:company_ir_direct_bctc_bctn_link; 3:vietstock_static_discovery; 4:exchange_direct_accessible_filing; 5:paid_manual_export_user_access,False,PLANNED_NO_DOWNLOAD,Create evidence availability map before any parse/download expansion.
