ticker,exchange,company_name,screening_status,market_source_confidence,finance_source_confidence,crosscheck_status,verification_status,manual_review_required,manual_bctc_required,independent_market_crosscheck_required_later,finance_crosscheck_required_later,evidence_debt_reason,missing_fields,block_reasons,reason_to_review,last_price_date,last_close,avg_volume_20d,avg_volume_60d,last_volume,stale_days,trading_days_60d,recent_trading_value,market_fetch_status,finance_missing_fields,finance_quality_status,finance_source_layer,source,source_family,fetch_time,batch_id
SHN,HNX,Công ty Cổ phần Đầu tư Tổng hợp Hà Nội,BLOCKED_INSUFFICIENT_MARKET_DATA,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,True,False,True,True,"[""Market source remains primary-only."", ""Finance source remains provisional low."", ""Independent source-family confirmation is not available."", ""Manual BCTC review is required before deeper analysis.""]","[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]",INSUFFICIENT_DATA,provisional_structured,data/reports/legacy_structured_finance_import_01/provisional_finance_latest_wide.csv,legacy_cache,2026-05-27T12:12:24.119588,batch_0014
SHP,HOSE,Công ty Cổ phần Thủy điện Miền Nam,BLOCKED_INSUFFICIENT_MARKET_DATA,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,True,False,True,True,"[""Market source remains primary-only."", ""Finance source remains provisional low."", ""Independent source-family confirmation is not available."", ""Manual BCTC review is required before deeper analysis.""]","[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]",INSUFFICIENT_DATA,provisional_structured,data/reports/legacy_structured_finance_import_01/provisional_finance_latest_wide.csv,legacy_cache,2026-05-27T12:12:31.137722,batch_0014
SHS,HNX,Công ty Cổ phần Chứng khoán Sài Gòn - Hà Nội,BLOCKED_INSUFFICIENT_MARKET_DATA,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,True,False,True,True,"[""Market source remains primary-only."", ""Finance source remains provisional low."", ""Independent source-family confirmation is not available."", ""Manual BCTC review is required before deeper analysis.""]","[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]",INSUFFICIENT_DATA,provisional_structured,data/reports/legacy_structured_finance_import_01/provisional_finance_latest_wide.csv,legacy_cache,2026-05-27T12:12:38.124748,batch_0014
SHX,UPCoM,Công ty Cổ phần Sài Gòn Hỏa xa,BLOCKED_INSUFFICIENT_MARKET_DATA,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,True,False,True,True,"[""Market source remains primary-only."", ""Finance source remains provisional low."", ""Independent source-family confirmation is not available."", ""Manual BCTC review is required before deeper analysis.""]","[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]",INSUFFICIENT_DATA,provisional_structured,data/reports/legacy_structured_finance_import_01/provisional_finance_latest_wide.csv,legacy_cache,2026-05-27T12:12:45.127523,batch_0014
SIC,HNX,Công ty Cổ phần ANI,BLOCKED_INSUFFICIENT_MARKET_DATA,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,True,False,True,True,"[""Market source remains primary-only."", ""Finance source remains provisional low."", ""Independent source-family confirmation is not available."", ""Manual BCTC review is required before deeper analysis.""]","[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]",INSUFFICIENT_DATA,provisional_structured,data/reports/legacy_structured_finance_import_01/provisional_finance_latest_wide.csv,legacy_cache,2026-05-27T12:12:52.130273,batch_0014
SID,UPCoM,Công ty Cổ phần Đầu tư Phát triển Sài Gòn Co.op,BLOCKED_INSUFFICIENT_MARKET_DATA,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,True,False,True,True,"[""Market source remains primary-only."", ""Finance source remains provisional low."", ""Independent source-family confirmation is not available."", ""Manual BCTC review is required before deeper analysis.""]","[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]",INSUFFICIENT_DATA,provisional_structured,data/reports/legacy_structured_finance_import_01/provisional_finance_latest_wide.csv,legacy_cache,2026-05-27T12:12:59.133716,batch_0014
SIG,UPCoM,Công ty Cổ phần Đầu tư và Thương mại Sông Đà,BLOCKED_INSUFFICIENT_MARKET_DATA,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,True,False,True,True,"[""Market source remains primary-only."", ""Finance source remains provisional low."", ""Independent source-family confirmation is not available."", ""Manual BCTC review is required before deeper analysis.""]","[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]",INSUFFICIENT_DATA,provisional_structured,data/reports/legacy_structured_finance_import_01/provisional_finance_latest_wide.csv,legacy_cache,2026-05-27T12:13:06.136829,batch_0014
SII,UPCoM,Công ty Cổ phần Hạ tầng Nước Sài Gòn,BLOCKED_INSUFFICIENT_MARKET_DATA,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,True,False,True,True,"[""Market source remains primary-only."", ""Finance source remains provisional low."", ""Independent source-family confirmation is not available."", ""Manual BCTC review is required before deeper analysis.""]","[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]",INSUFFICIENT_DATA,provisional_structured,data/reports/legacy_structured_finance_import_01/provisional_finance_latest_wide.csv,legacy_cache,2026-05-27T12:13:13.140187,batch_0014
SIP,HOSE,Công ty Cổ phần Đầu tư Sài Gòn VRG,BLOCKED_INSUFFICIENT_MARKET_DATA,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,True,False,True,True,"[""Market source remains primary-only."", ""Finance source remains provisional low."", ""Independent source-family confirmation is not available."", ""Manual BCTC review is required before deeper analysis.""]","[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]",INSUFFICIENT_DATA,provisional_structured,data/reports/legacy_structured_finance_import_01/provisional_finance_latest_wide.csv,legacy_cache,2026-05-27T12:13:20.142584,batch_0014
SIV,UPCoM,Công ty Cổ phần SIVICO,BLOCKED_INSUFFICIENT_MARKET_DATA,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,True,False,True,True,"[""Market source remains primary-only."", ""Finance source remains provisional low."", ""Independent source-family confirmation is not available."", ""Manual BCTC review is required before deeper analysis.""]","[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]",INSUFFICIENT_DATA,provisional_structured,data/reports/legacy_structured_finance_import_01/provisional_finance_latest_wide.csv,legacy_cache,2026-05-27T12:13:27.166494,batch_0014
SJ1,HNX,Công ty Cổ phần Nông nghiệp Hùng Hậu,BLOCKED_INSUFFICIENT_MARKET_DATA,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,True,False,True,True,"[""Market source remains primary-only."", ""Finance source remains provisional low."", ""Independent source-family confirmation is not available."", ""Manual BCTC review is required before deeper analysis.""]","[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]",INSUFFICIENT_DATA,provisional_structured,data/reports/legacy_structured_finance_import_01/provisional_finance_latest_wide.csv,legacy_cache,2026-05-27T12:13:34.148317,batch_0014
SJC,UPCoM,Công ty Cổ phần Sông Đà 1.01,BLOCKED_INSUFFICIENT_MARKET_DATA,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,True,False,True,True,"[""Market source remains primary-only."", ""Finance source remains provisional low."", ""Independent source-family confirmation is not available."", ""Manual BCTC review is required before deeper analysis.""]","[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]",INSUFFICIENT_DATA,provisional_structured,data/reports/legacy_structured_finance_import_01/provisional_finance_latest_wide.csv,legacy_cache,2026-05-27T12:13:41.150969,batch_0014
SJD,HOSE,Công ty Cổ phần Thủy điện Cần Đơn,BLOCKED_INSUFFICIENT_MARKET_DATA,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,True,False,True,True,"[""Market source remains primary-only."", ""Finance source remains provisional low."", ""Independent source-family confirmation is not available."", ""Manual BCTC review is required before deeper analysis.""]","[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]",INSUFFICIENT_DATA,provisional_structured,data/reports/legacy_structured_finance_import_01/provisional_finance_latest_wide.csv,legacy_cache,2026-05-27T12:13:48.152338,batch_0014
SJE,HNX,Công ty Cổ phần Sông Đà 11,BLOCKED_INSUFFICIENT_MARKET_DATA,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,True,False,True,True,"[""Market source remains primary-only."", ""Finance source remains provisional low."", ""Independent source-family confirmation is not available."", ""Manual BCTC review is required before deeper analysis.""]","[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]",INSUFFICIENT_DATA,provisional_structured,data/reports/legacy_structured_finance_import_01/provisional_finance_latest_wide.csv,legacy_cache,2026-05-27T12:13:55.155355,batch_0014
SJF,UPCoM,Công ty Cổ phần Đầu tư Sao Thái Dương,BLOCKED_INSUFFICIENT_MARKET_DATA,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,True,False,True,True,"[""Market source remains primary-only."", ""Finance source remains provisional low."", ""Independent source-family confirmation is not available."", ""Manual BCTC review is required before deeper analysis.""]","[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]",INSUFFICIENT_DATA,provisional_structured,data/reports/legacy_structured_finance_import_01/provisional_finance_latest_wide.csv,legacy_cache,2026-05-27T12:14:02.159780,batch_0014
SJG,UPCoM,Tổng Công ty Sông Đà,BLOCKED_INSUFFICIENT_MARKET_DATA,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,True,False,True,True,"[""Market source remains primary-only."", ""Finance source remains provisional low."", ""Independent source-family confirmation is not available."", ""Manual BCTC review is required before deeper analysis.""]","[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]",INSUFFICIENT_DATA,provisional_structured,data/reports/legacy_structured_finance_import_01/provisional_finance_latest_wide.csv,legacy_cache,2026-05-27T12:14:09.161123,batch_0014
SJM,UPCoM,Công ty Cổ phần Sunspace Holdings,BLOCKED_INSUFFICIENT_MARKET_DATA,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,True,False,True,True,"[""Market source remains primary-only."", ""Finance source remains provisional low."", ""Independent source-family confirmation is not available."", ""Manual BCTC review is required before deeper analysis.""]","[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]",INSUFFICIENT_DATA,provisional_structured,data/reports/legacy_structured_finance_import_01/provisional_finance_latest_wide.csv,legacy_cache,2026-05-27T12:14:16.167228,batch_0014
SJS,HOSE,Công ty Cổ phần SJ Group,BLOCKED_INSUFFICIENT_MARKET_DATA,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,True,False,True,True,"[""Market source remains primary-only."", ""Finance source remains provisional low."", ""Independent source-family confirmation is not available."", ""Manual BCTC review is required before deeper analysis.""]","[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]",INSUFFICIENT_DATA,provisional_structured,data/reports/legacy_structured_finance_import_01/provisional_finance_latest_wide.csv,legacy_cache,2026-05-27T12:14:23.168876,batch_0014
SKG,HOSE,Công ty Cổ phần Tàu Cao tốc Superdong - Kiên Giang,BLOCKED_INSUFFICIENT_MARKET_DATA,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,True,False,True,True,"[""Market source remains primary-only."", ""Finance source remains provisional low."", ""Independent source-family confirmation is not available."", ""Manual BCTC review is required before deeper analysis.""]","[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]",INSUFFICIENT_DATA,provisional_structured,data/reports/legacy_structured_finance_import_01/provisional_finance_latest_wide.csv,legacy_cache,2026-05-27T12:14:30.194139,batch_0014
SKH,UPCoM,Công ty Cổ phần Nước giải khát Sanest Khánh Hòa,BLOCKED_INSUFFICIENT_MARKET_DATA,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,True,False,True,True,"[""Market source remains primary-only."", ""Finance source remains provisional low."", ""Independent source-family confirmation is not available."", ""Manual BCTC review is required before deeper analysis.""]","[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]",INSUFFICIENT_DATA,provisional_structured,data/reports/legacy_structured_finance_import_01/provisional_finance_latest_wide.csv,legacy_cache,2026-05-27T12:14:37.197402,batch_0014
SKN,UPCoM,Công ty Cổ phần Nước giải khát Sanna Khánh Hòa,BLOCKED_INSUFFICIENT_MARKET_DATA,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,True,False,True,True,"[""Market source remains primary-only."", ""Finance source remains provisional low."", ""Independent source-family confirmation is not available."", ""Manual BCTC review is required before deeper analysis.""]","[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]",INSUFFICIENT_DATA,provisional_structured,data/reports/legacy_structured_finance_import_01/provisional_finance_latest_wide.csv,legacy_cache,2026-05-27T12:14:44.200616,batch_0014
SKV,UPCoM,Công ty Cổ phần Nước Giải khát Yến sào Khánh Hòa,BLOCKED_INSUFFICIENT_MARKET_DATA,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,True,False,True,True,"[""Market source remains primary-only."", ""Finance source remains provisional low."", ""Independent source-family confirmation is not available."", ""Manual BCTC review is required before deeper analysis.""]","[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]",INSUFFICIENT_DATA,provisional_structured,data/reports/legacy_structured_finance_import_01/provisional_finance_latest_wide.csv,legacy_cache,2026-05-27T12:14:51.204622,batch_0014
SLD,UPCoM,Công ty Cổ phần Địa Ốc Sacom,BLOCKED_INSUFFICIENT_MARKET_DATA,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,True,False,True,True,"[""Market source remains primary-only."", ""Finance source remains provisional low."", ""Independent source-family confirmation is not available."", ""Manual BCTC review is required before deeper analysis.""]","[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]",INSUFFICIENT_DATA,provisional_structured,data/reports/legacy_structured_finance_import_01/provisional_finance_latest_wide.csv,legacy_cache,2026-05-27T12:14:58.209064,batch_0014
SLS,HNX,Công ty Cổ phần Mía đường Sơn La,BLOCKED_INSUFFICIENT_MARKET_DATA,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,True,False,True,True,"[""Market source remains primary-only."", ""Finance source remains provisional low."", ""Independent source-family confirmation is not available."", ""Manual BCTC review is required before deeper analysis.""]","[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]",INSUFFICIENT_DATA,provisional_structured,data/reports/legacy_structured_finance_import_01/provisional_finance_latest_wide.csv,legacy_cache,2026-05-27T12:15:05.211714,batch_0014
SMA,HOSE,Công ty Cổ phần Thiết bị Phụ tùng Sài Gòn,BLOCKED_INSUFFICIENT_MARKET_DATA,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,True,False,True,True,"[""Market source remains primary-only."", ""Finance source remains provisional low."", ""Independent source-family confirmation is not available."", ""Manual BCTC review is required before deeper analysis.""]","[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]",INSUFFICIENT_DATA,provisional_structured,data/reports/legacy_structured_finance_import_01/provisional_finance_latest_wide.csv,legacy_cache,2026-05-27T12:15:12.240585,batch_0014
SMB,HOSE,Công ty Cổ phần Bia Sài Gòn - Miền Trung,BLOCKED_INSUFFICIENT_MARKET_DATA,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,True,False,True,True,"[""Market source remains primary-only."", ""Finance source remains provisional low."", ""Independent source-family confirmation is not available."", ""Manual BCTC review is required before deeper analysis.""]","[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]",INSUFFICIENT_DATA,provisional_structured,data/reports/legacy_structured_finance_import_01/provisional_finance_latest_wide.csv,legacy_cache,2026-05-27T12:15:19.220492,batch_0014
SMC,HOSE,Công ty Cổ phần Đầu tư Thương mại SMC,BLOCKED_INSUFFICIENT_MARKET_DATA,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,True,False,True,True,"[""Market source remains primary-only."", ""Finance source remains provisional low."", ""Independent source-family confirmation is not available."", ""Manual BCTC review is required before deeper analysis.""]","[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]",INSUFFICIENT_DATA,provisional_structured,data/reports/legacy_structured_finance_import_01/provisional_finance_latest_wide.csv,legacy_cache,2026-05-27T12:15:26.220993,batch_0014
SMN,HNX,Công ty Cổ phần Sách và thiết bị giáo dục Miền Nam,BLOCKED_INSUFFICIENT_MARKET_DATA,PROVISIONAL_PRIMARY_ONLY,PROVISIONAL_LOW,NOT_AVAILABLE,NEEDS_MANUAL_BCTC_REVIEW,True,False,True,True,"[""Market source remains primary-only."", ""Finance source remains provisional low."", ""Independent source-family confirmation is not available."", ""Manual BCTC review is required before deeper analysis.""]","[""avg_volume_20d"", ""capex"", ""cfo"", ""equity"", ""gross_profit"", ""last_close"", ""last_price_date"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]","[""Primary market data missing or incomplete.""]",Primary market data missing or incomplete.,,,,,,,,,,"[""capex"", ""cfo"", ""equity"", ""gross_profit"", ""net_income"", ""revenue"", ""total_assets"", ""total_liabilities""]",INSUFFICIENT_DATA,provisional_structured,data/reports/legacy_structured_finance_import_01/provisional_finance_latest_wide.csv,legacy_cache,2026-05-27T12:15:33.224254,batch_0014
